Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project lead id,Project description,Project url,Priority,Resolution,Assignee,Assignee Id,Reporter,Reporter Id,Creator,Creator Id,Created,Updated,Last Viewed,Resolved,Due date,Votes,Labels,Description,Environment,Watchers,Watchers,Watchers Id,Watchers Id,Original estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Inward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Inward issue link (Cloners),Inward issue link (Cloners),Inward issue link (Cloners),Outward issue link (Cloners),Attachment,Attachment,Attachment,Custom field (Actual Result),Custom field (Actual end),Custom field (Actual start),Custom field (Change reason),Custom field (Change risk),Custom field (Change type),Custom field (Development),Custom field (Epic Color),Custom field (Epic Link),Epic Link Summary,Custom field (Epic Name),Custom field (Epic Status),Custom field (Expected Result),Custom field (Impact),Custom field (Issue color),Custom field (Locked forms),Custom field (Open forms),Custom field (Rank),Custom field (Reason),Custom field (Request Type),Custom field (Score),Custom field (Sentiment),Sprint,Custom field (Start date),Custom field (Story Points),Custom field (Story point estimate),Custom field (Submitted forms),Custom field (Target end),Custom field (Target start),Team Id,Team Name,Custom field (Test Level),Custom field (Test Steps),Custom field (Testcase Result),Custom field (Total forms),Custom field (Vulnerability),Custom field ([CHART] Date of First Response),Custom field ([CHART] Time in Status),Comment,Parent,Parent summary,Status Category,Status Category Changed
UC02 - Login when User is Locked Out,N6NET1815-82,10218,Testcases,Resolved,N6NET1815,N6_NET1815_SWP,software,Le Thanh Nhan (K18 HCM),712020:8b31d960-c8c6-49ce-9816-d177c8e23822,,,High,Done,Nguyen Ha Linh (K18 HCM),712020:5b2e6ea6-163e-4747-b0a0-4ddefefc017e,Nguyen Ha Linh (K18 HCM),712020:5b2e6ea6-163e-4747-b0a0-4ddefefc017e,Nguyen Ha Linh (K18 HCM),712020:5b2e6ea6-163e-4747-b0a0-4ddefefc017e,29/Jun/24 12:52 AM,29/Jun/24 2:00 PM,10/Jul/24 10:23 AM,29/Jun/24 12:53 AM,,0,LOGIN,Verify the system's response when the user is locked out.,,Nguyen Ha Linh (K18 HCM),,712020:5b2e6ea6-163e-4747-b0a0-4ddefefc017e,,,,,,,,,,,N6NET1815-2,N6NET1815-25,,,,,,,,"The system returns StatusCode(ObjectResult) with the message ""User is banned!""",,,,,,{},,N6NET1815-2,Register and Login,,,"The system returns StatusCode(ObjectResult) with the message ""User is banned!""",,,,,0|i0011b:,,,,,Sprint 1,,,,,,,93219d9b-e420-4ee3-9bd9-f675d9dbb22b,N6_NET1815,Integration,"1. Open the login page.
2. Enter an email: lockeduser@gmail.com.
3. Enter a password: Qwe@123.
4. Click the ""Login"" button.",Pass,,,,1_*:*_1_*:*_28495_*|*_5_*:*_1_*:*_0,,10138,Register and Login,Done,29/Jun/24 12:53 AM
UC02 -  Login with Invalid Credentials,N6NET1815-81,10217,Testcases,Resolved,N6NET1815,N6_NET1815_SWP,software,Le Thanh Nhan (K18 HCM),712020:8b31d960-c8c6-49ce-9816-d177c8e23822,,,High,Done,Nguyen Ha Linh (K18 HCM),712020:5b2e6ea6-163e-4747-b0a0-4ddefefc017e,Nguyen Ha Linh (K18 HCM),712020:5b2e6ea6-163e-4747-b0a0-4ddefefc017e,Nguyen Ha Linh (K18 HCM),712020:5b2e6ea6-163e-4747-b0a0-4ddefefc017e,29/Jun/24 12:50 AM,29/Jun/24 1:59 PM,20/Jul/24 2:05 PM,29/Jun/24 12:52 AM,,0,LOGIN,Verify that the system fails to log in when the email does not exist.,,Nguyen Ha Linh (K18 HCM),,712020:5b2e6ea6-163e-4747-b0a0-4ddefefc017e,,,,,,,,,,,N6NET1815-2,N6NET1815-25,,,,,,,,"The system returns StatusCode(StatusCodes.Status500InternalServerError) with the message ""User not found!"".",,,,,,{},,N6NET1815-2,Register and Login,,,"The system returns StatusCode(StatusCodes.Status500InternalServerError) with the message ""User not found!"".",,,,,0|i00113:,,,,,Sprint 1,,,,,,,93219d9b-e420-4ee3-9bd9-f675d9dbb22b,N6_NET1815,Integration,"1. Open the login page.
2. Enter a non-existent email: wrong@example.com.
3. Enter a password: Passwd123!.
4. Click the ""Login"" button.",Pass,,,,1_*:*_1_*:*_175169_*|*_5_*:*_1_*:*_0,,10138,Register and Login,Done,29/Jun/24 12:52 AM
UC02 - Login with Valid Credentials,N6NET1815-80,10216,Testcases,Resolved,N6NET1815,N6_NET1815_SWP,software,Le Thanh Nhan (K18 HCM),712020:8b31d960-c8c6-49ce-9816-d177c8e23822,,,High,Done,Nguyen Ha Linh (K18 HCM),712020:5b2e6ea6-163e-4747-b0a0-4ddefefc017e,Nguyen Ha Linh (K18 HCM),712020:5b2e6ea6-163e-4747-b0a0-4ddefefc017e,Nguyen Ha Linh (K18 HCM),712020:5b2e6ea6-163e-4747-b0a0-4ddefefc017e,29/Jun/24 12:46 AM,29/Jun/24 1:59 PM,20/Jul/24 2:05 PM,29/Jun/24 12:46 AM,,0,LOGIN,Verify that the system successfully logs in with valid email and password.,,Nguyen Ha Linh (K18 HCM),,712020:5b2e6ea6-163e-4747-b0a0-4ddefefc017e,,,,,,,,,,,N6NET1815-2,N6NET1815-25,,,,,,,,The system returns an 'OkObjectResult' with a JWT token,,,,,,{},,N6NET1815-2,Register and Login,,,The system returns an 'OkObjectResult' with a JWT token,,,,,0|i0010v:,,,,,Sprint 1,,,,,,,,,Integration,"1. Open the login page.
2. Enter a valid email: user@gmail.com.
3. Enter a valid password: Qwe@123.
4. Click the ""Login"" button.",Pass,,,,1_*:*_1_*:*_32294_*|*_5_*:*_1_*:*_0,,10138,Register and Login,Done,29/Jun/24 12:46 AM
AEC-09-Edit court-Not an image,N6NET1815-79,10215,Bug,Open,N6NET1815,N6_NET1815_SWP,software,Le Thanh Nhan (K18 HCM),712020:8b31d960-c8c6-49ce-9816-d177c8e23822,,,Medium,,,,Dang Thanh Ngoc (K18 HCM),712020:42bbbce0-a3fb-4d70-8feb-0f4480eb38c4,Dang Thanh Ngoc (K18 HCM),712020:42bbbce0-a3fb-4d70-8feb-0f4480eb38c4,28/Jun/24 9:42 PM,13/Jul/24 12:36 PM,20/Jul/24 2:05 PM,,,0,ADMIN_ADD_COURT,"*AEC-07*- Edit court-Duplicated info

*Step we will takes…….*

# Select “EDIT” on the court which need to be edited
# Change the info for name or image link so that after the change, the image field isn’t an image link nor an image
# Click “SAVE”

*Success Is…..*

An error “Not an image” is shown",,Dang Thanh Ngoc (K18 HCM),,712020:42bbbce0-a3fb-4d70-8feb-0f4480eb38c4,,,,,,,,,,,N6NET1815-86,,,,,N6NET1815-77,13/Jul/24 12:33 PM;712020:42bbbce0-a3fb-4d70-8feb-0f4480eb38c4;image-20240713-053348.png;https://lethanhnhan09012004.atlassian.net/rest/api/3/attachment/content/10198,,,Court with ID C00011 has the new image: abcxyz.docx,,,,,,{},,N6NET1815-22,Administration,,,An error “Not an image” is shown,,,,,0|i0010n:,,,,,Sprint 2,,,,,,,,,Unit,"1. Click on ""VIEW COURT"" on branch B001
2. Click ""EDIT"" on court with ID C00011
3. Change:
* Court Image: abcxyz.docx
Leave anything else unchanged",Fail,,,,,,10158,Administration,To Do,28/Jun/24 9:42 PM
AMC-08-Add court-Not an image,N6NET1815-78,10214,Bug,Open,N6NET1815,N6_NET1815_SWP,software,Le Thanh Nhan (K18 HCM),712020:8b31d960-c8c6-49ce-9816-d177c8e23822,,,Medium,,,,Dang Thanh Ngoc (K18 HCM),712020:42bbbce0-a3fb-4d70-8feb-0f4480eb38c4,Dang Thanh Ngoc (K18 HCM),712020:42bbbce0-a3fb-4d70-8feb-0f4480eb38c4,28/Jun/24 9:30 PM,10/Jul/24 12:20 PM,20/Jul/24 2:05 PM,,,0,ADMIN_ADD_COURT,"*AMC-08*- Add court-Not an image

*Step we will takes…….*

# Navigate to the branch management
# Select “VIEW COURT” on the branch a new court will be added
# Click “CREATE NEW”
# Fill the info for name or image with image field isn’t an image link nor an image
# Click “SAVE”

*Success Is…..*

An error is shown",,Dang Thanh Ngoc (K18 HCM),,712020:42bbbce0-a3fb-4d70-8feb-0f4480eb38c4,,,,,,,,,,,N6NET1815-38,,,,,N6NET1815-68,10/Jul/24 12:19 PM;712020:42bbbce0-a3fb-4d70-8feb-0f4480eb38c4;Screenshot 2024-07-10 121922.png;https://lethanhnhan09012004.atlassian.net/rest/api/3/attachment/content/10188,,,"A new court with these info:
Branch ID: B001
Court Name: Image
Court Picture:  abcxyz.docx
Status: Active",,,,,,{},,N6NET1815-22,Administration,,,An error is shown,,,,,0|i000z7:,,,,,Sprint 2,,,,,,,,,Unit,"1. Click on ""VIEW COURT"" on branch B001
2. Click ""CREATE NEW""
3. Input:
* Court Name: Image
* Court Picture: abcxyz.docx
* Status: Active",Fail,,,,,,10158,Administration,To Do,28/Jun/24 9:30 PM
AEC-07-Edit court-Duplicated info,N6NET1815-77,10213,Bug,Open,N6NET1815,N6_NET1815_SWP,software,Le Thanh Nhan (K18 HCM),712020:8b31d960-c8c6-49ce-9816-d177c8e23822,,,Medium,,,,Dang Thanh Ngoc (K18 HCM),712020:42bbbce0-a3fb-4d70-8feb-0f4480eb38c4,Dang Thanh Ngoc (K18 HCM),712020:42bbbce0-a3fb-4d70-8feb-0f4480eb38c4,28/Jun/24 9:13 PM,13/Jul/24 12:36 PM,20/Jul/24 2:05 PM,,,0,ADMIN_ADD_COURT,"*AEC-07*- Edit court-Duplicated info

*Step we will takes…….*

# Select “EDIT” on the court which need to be edited
# Change the info for name or image link so that after the change, the info is the same as another court of that branch
# Click “SAVE”

*Success Is…..*

An error “Court info duplicated” is shown",,Dang Thanh Ngoc (K18 HCM),,712020:42bbbce0-a3fb-4d70-8feb-0f4480eb38c4,,,,,,,,,,,N6NET1815-86,,N6NET1815-79,,,N6NET1815-68,13/Jul/24 12:31 PM;712020:42bbbce0-a3fb-4d70-8feb-0f4480eb38c4;image-20240713-053159.png;https://lethanhnhan09012004.atlassian.net/rest/api/3/attachment/content/10197,,,Court with ID C00010 has name Court New,,,,,,{},,N6NET1815-22,Administration,,,An error “Court info duplicated” is shown,,,,,0|i00107:,,,,,Sprint 2,,,,,,,,,Unit,"1. Click on ""VIEW COURT"" on branch B001
2. Click ""EDIT"" on court with ID C00010
3. Change:
* Court Name: Court New
Leave anything else unchanged",Fail,,,,,,10158,Administration,To Do,28/Jun/24 9:13 PM
AEC-06-Edit court-Edit success,N6NET1815-76,10212,Testcases,Resolved,N6NET1815,N6_NET1815_SWP,software,Le Thanh Nhan (K18 HCM),712020:8b31d960-c8c6-49ce-9816-d177c8e23822,,,Medium,Done,Dang Thanh Ngoc (K18 HCM),712020:42bbbce0-a3fb-4d70-8feb-0f4480eb38c4,Dang Thanh Ngoc (K18 HCM),712020:42bbbce0-a3fb-4d70-8feb-0f4480eb38c4,Dang Thanh Ngoc (K18 HCM),712020:42bbbce0-a3fb-4d70-8feb-0f4480eb38c4,28/Jun/24 8:35 PM,13/Jul/24 12:36 PM,10/Jul/24 10:28 AM,28/Jun/24 8:54 PM,,0,ADMIN_ADD_COURT,"*AEC-06*-Edit court-Edit success

*Step we will takes…….*

# Select “EDIT” on the court which need to be edited
# Fill the info for name, image link and status
# Click “SAVE”

*Success Is…..*

The court with the ID has new info",,Dang Thanh Ngoc (K18 HCM),,712020:42bbbce0-a3fb-4d70-8feb-0f4480eb38c4,,,,,,,,,,,N6NET1815-86,,,,,N6NET1815-67,10/Jul/24 12:24 PM;712020:42bbbce0-a3fb-4d70-8feb-0f4480eb38c4;Screenshot 2024-07-10 122440.png;https://lethanhnhan09012004.atlassian.net/rest/api/3/attachment/content/10193,,,Court C00009 has the given info,,,,,,{},,N6NET1815-22,Administration,,,Court C00009 will have the given info,,,,,0|i000zz:,,,,,Sprint 2,,,,,,,,,Unit,"1. Click on ""VIEW COURT"" on branch B001
2. Click on ""EDIT"" for court C00009
3. Input:
* Court Name: Court New
* Court Picture: new.jpg
* Status: Active",Pass,,,,1_*:*_1_*:*_1092048_*|*_5_*:*_1_*:*_0,,10158,Administration,Done,28/Jun/24 8:54 PM
AEC-05-Deactivate court,N6NET1815-75,10211,Testcases,Resolved,N6NET1815,N6_NET1815_SWP,software,Le Thanh Nhan (K18 HCM),712020:8b31d960-c8c6-49ce-9816-d177c8e23822,,,Medium,Done,,,Dang Thanh Ngoc (K18 HCM),712020:42bbbce0-a3fb-4d70-8feb-0f4480eb38c4,Dang Thanh Ngoc (K18 HCM),712020:42bbbce0-a3fb-4d70-8feb-0f4480eb38c4,28/Jun/24 8:16 PM,13/Jul/24 12:36 PM,20/Jul/24 1:12 PM,28/Jun/24 9:02 PM,,0,ADMIN_ADD_COURT,"*AEC-05-Deactivate court*

*Step we will takes…….*

# Navigate to the branch management
# Select “VIEW COURT” on the branch a court will be deleted
# Click “INACTIVE” on the court to be deleted

*Success Is…..*

The court on that row disappear",,Dang Thanh Ngoc (K18 HCM),,712020:42bbbce0-a3fb-4d70-8feb-0f4480eb38c4,,,,,,,,,,,N6NET1815-86,,,,,N6NET1815-70,10/Jul/24 12:26 PM;712020:42bbbce0-a3fb-4d70-8feb-0f4480eb38c4;Screenshot 2024-07-10 122604.png;https://lethanhnhan09012004.atlassian.net/rest/api/3/attachment/content/10194,,,"Court with ID C00001 has its status as ""Inactive""",,,,,,{},,N6NET1815-22,Administration,,,"Court with ID C00001 has its status as ""Inactive""",,,,,0|i000zr:,,,,,Sprint 2,,,,,,,93219d9b-e420-4ee3-9bd9-f675d9dbb22b,N6_NET1815,Unit,"1. Click on ""VIEW COURT"" on branch B001
2. Click on ""INACTIVE"" on C00001",Pass,,,,1_*:*_1_*:*_2761862_*|*_5_*:*_1_*:*_0,,10158,Administration,Done,28/Jun/24 9:02 PM
ASC-04-Search court-Court not found,N6NET1815-70,10206,Testcases,Resolved,N6NET1815,N6_NET1815_SWP,software,Le Thanh Nhan (K18 HCM),712020:8b31d960-c8c6-49ce-9816-d177c8e23822,,,Medium,Done,,,Dang Thanh Ngoc (K18 HCM),712020:42bbbce0-a3fb-4d70-8feb-0f4480eb38c4,Dang Thanh Ngoc (K18 HCM),712020:42bbbce0-a3fb-4d70-8feb-0f4480eb38c4,27/Jun/24 11:46 PM,13/Jul/24 12:35 PM,20/Jul/24 2:05 PM,29/Jun/24 2:32 PM,,0,ADMIN_ADD_COURT,"*ASC-04*- Search court-Court not found

*Step we will takes…….*

# Navigate to the branch management
# Select “VIEW COURT” on the branch a court will be searched
# Enter a court ID that doesn’t exist on the search bar
# Press Enter or click on the search icon

*Success Is…..*

An error message is shown",,Dang Thanh Ngoc (K18 HCM),,712020:42bbbce0-a3fb-4d70-8feb-0f4480eb38c4,,,,,,,,,,,N6NET1815-85,,N6NET1815-75,,,N6NET1815-69,10/Jul/24 12:22 PM;712020:42bbbce0-a3fb-4d70-8feb-0f4480eb38c4;Screenshot 2024-07-10 122242.png;https://lethanhnhan09012004.atlassian.net/rest/api/3/attachment/content/10192,,,"An error message:
No data available",,,,,,{},,N6NET1815-22,Administration,,,"An error message:
No data available",,,,,0|i000zj:,,,,,Sprint 2,,,,,,,93219d9b-e420-4ee3-9bd9-f675d9dbb22b,N6_NET1815,Unit,"1. Click on ""VIEW COURT"" on branch B001
2. Input: C00000",Pass,,,,1_*:*_1_*:*_139529375_*|*_5_*:*_1_*:*_0,,10158,Administration,Done,29/Jun/24 2:32 PM
ASC-03-Search court-Court found,N6NET1815-69,10205,Testcases,Resolved,N6NET1815,N6_NET1815_SWP,software,Le Thanh Nhan (K18 HCM),712020:8b31d960-c8c6-49ce-9816-d177c8e23822,,,Medium,Done,,,Dang Thanh Ngoc (K18 HCM),712020:42bbbce0-a3fb-4d70-8feb-0f4480eb38c4,Dang Thanh Ngoc (K18 HCM),712020:42bbbce0-a3fb-4d70-8feb-0f4480eb38c4,27/Jun/24 10:35 PM,13/Jul/24 12:35 PM,20/Jul/24 2:05 PM,29/Jun/24 12:49 PM,,0,ADMIN_ADD_COURT,"*ASC-03*- Search court-Court found

*Step we will takes…….*

# Navigate to the branch management
# Select “VIEW COURT” on the branch a court will be searched
# Enter court ID on the search bar
# Press Enter or click on the search icon

*Success Is…..*

The court with the correct ID is shown",,Dang Thanh Ngoc (K18 HCM),,712020:42bbbce0-a3fb-4d70-8feb-0f4480eb38c4,,,,,,,,,,,N6NET1815-85,,N6NET1815-70,,,N6NET1815-68,10/Jul/24 12:21 PM;712020:42bbbce0-a3fb-4d70-8feb-0f4480eb38c4;Screenshot 2024-07-10 122148.png;https://lethanhnhan09012004.atlassian.net/rest/api/3/attachment/content/10191,,,A court with id C00009 is shown,,,,,,{},,N6NET1815-22,Administration,,,A court with id C00009 is shown,,,,,0|i000zb:,,,,,Sprint 2,,,,,,,93219d9b-e420-4ee3-9bd9-f675d9dbb22b,N6_NET1815,Unit,"1. Click on ""VIEW COURT"" on branch B001
2. Input: C00009",Pass,,,,1_*:*_1_*:*_137666016_*|*_5_*:*_1_*:*_0,,10158,Administration,Done,29/Jun/24 12:49 PM
AMC-02-Add court-Duplicated info,N6NET1815-68,10204,Bug,Open,N6NET1815,N6_NET1815_SWP,software,Le Thanh Nhan (K18 HCM),712020:8b31d960-c8c6-49ce-9816-d177c8e23822,,,Medium,,,,Dang Thanh Ngoc (K18 HCM),712020:42bbbce0-a3fb-4d70-8feb-0f4480eb38c4,Dang Thanh Ngoc (K18 HCM),712020:42bbbce0-a3fb-4d70-8feb-0f4480eb38c4,26/Jun/24 1:52 AM,10/Jul/24 12:17 PM,20/Jul/24 2:05 PM,,,0,ADMIN_ADD_COURT,"*AMC-02*- Add court-Duplicated info

*Step we will takes…….*

# Navigate to the branch management
# Select “VIEW COURT” on the branch a new court will be added
# Click “CREATE NEW”
# Fill the info for name or image link with name duplicated with another court in the given branch
# Click “SAVE”

*Success Is…..*

An error is shown",,Dang Thanh Ngoc (K18 HCM),,712020:42bbbce0-a3fb-4d70-8feb-0f4480eb38c4,,,,,,,,,,,N6NET1815-38,,N6NET1815-69,N6NET1815-77,N6NET1815-78,,10/Jul/24 12:17 PM;712020:42bbbce0-a3fb-4d70-8feb-0f4480eb38c4;Screenshot 2024-07-10 121728.png;https://lethanhnhan09012004.atlassian.net/rest/api/3/attachment/content/10187,,,"A new court with these info:
Branch ID: B001
Court Name: 123
Court Picture: 123.jpg
Status: Active",,,,,,{},,N6NET1815-22,Administration,,,An error is shown,,,,,0|i000z3:,,,,,Sprint 2,,,,,,,,,Unit,"1. Click on ""VIEW COURT"" on branch B001
2. Click ""CREATE NEW""
3. Input:
- Court Name: 123
- Court Picture: 123.jpg
- Status: Active",Fail,,,,,,10158,Administration,To Do,26/Jun/24 1:52 AM
AMC-01-Add court-Add success,N6NET1815-67,10203,Testcases,Resolved,N6NET1815,N6_NET1815_SWP,software,Le Thanh Nhan (K18 HCM),712020:8b31d960-c8c6-49ce-9816-d177c8e23822,,,Medium,Done,Dang Thanh Ngoc (K18 HCM),712020:42bbbce0-a3fb-4d70-8feb-0f4480eb38c4,Dang Thanh Ngoc (K18 HCM),712020:42bbbce0-a3fb-4d70-8feb-0f4480eb38c4,Dang Thanh Ngoc (K18 HCM),712020:42bbbce0-a3fb-4d70-8feb-0f4480eb38c4,26/Jun/24 1:50 AM,10/Jul/24 12:16 PM,20/Jul/24 2:05 PM,10/Jul/24 12:15 PM,,0,ADMIN_ADD_COURT,"*AMC-01* - Add court-Add success

*Step we will takes…….*

# Navigate to the branch management
# Select “VIEW COURT” on the branch a new court will be added
# Click “CREATE NEW”
# Fill the info for name, image link and status
# Click “SAVE”

*Success Is…..*

A new court is displayed",,Dang Thanh Ngoc (K18 HCM),,712020:42bbbce0-a3fb-4d70-8feb-0f4480eb38c4,,,,,,,,,,,N6NET1815-38,,N6NET1815-76,,,,10/Jul/24 12:14 PM;712020:42bbbce0-a3fb-4d70-8feb-0f4480eb38c4;Screenshot 2024-07-10 121441.png;https://lethanhnhan09012004.atlassian.net/rest/api/3/attachment/content/10186,,,"A new court with these info:
Branch ID: B001
Court Name: 123
Court Picture: 123.jpg
Status: Active",,,,,,{},,N6NET1815-22,Administration,,,"A new court with these info:
Branch ID: B001
Court Name: 123
Court Picture: 123.jpg
Status: Active",,,,,0|i000yv:,,,,,Sprint 2,,,,,,,,,Unit,"1. Click on ""VIEW"" on branch B001
2. Click ""CREATE NEW""
3. Input:
- Court Name: 123
- Court Picture: 123.jpg
- Status: Active",Fail,,,,1_*:*_2_*:*_160340508_*|*_3_*:*_1_*:*_4082_*|*_4_*:*_1_*:*_941764480_*|*_5_*:*_2_*:*_144947078,,10158,Administration,Done,10/Jul/24 12:15 PM
UC02 - Login Staff - Sign up (happy case),N6NET1815-66,10202,Testcases,Resolved,N6NET1815,N6_NET1815_SWP,software,Le Thanh Nhan (K18 HCM),712020:8b31d960-c8c6-49ce-9816-d177c8e23822,,,Medium,Done,Le Thanh Nhan (K18 HCM),712020:8b31d960-c8c6-49ce-9816-d177c8e23822,Le Thanh Nhan (K18 HCM),712020:8b31d960-c8c6-49ce-9816-d177c8e23822,Tran Thanh Dat (K18 HCM),712020:b56f2d24-5bd0-47a1-9c99-add67de1b70f,25/Jun/24 9:43 PM,20/Jul/24 1:11 PM,20/Jul/24 1:11 PM,25/Jun/24 9:59 PM,,0,LOGIN,"Login Staff - Sign up

*Step we will takes…….*

# Fill correct email and password

*Success Is…..*

Login Successfully",,Tran Thanh Dat (K18 HCM),,712020:b56f2d24-5bd0-47a1-9c99-add67de1b70f,,,,,,,,,,,N6NET1815-25,N6NET1815-2,N6NET1815-103,,,N6NET1815-65,25/Jun/24 9:45 PM;712020:b56f2d24-5bd0-47a1-9c99-add67de1b70f;Screenshot 2024-06-25 214527.png;https://lethanhnhan09012004.atlassian.net/rest/api/3/attachment/content/10153,25/Jun/24 9:59 PM;712020:b56f2d24-5bd0-47a1-9c99-add67de1b70f;Screenshot 2024-06-25 215834.png;https://lethanhnhan09012004.atlassian.net/rest/api/3/attachment/content/10154,,Login Successfully,,,,,,{},,N6NET1815-2,Register and Login,,,Login Successfully,,,,,0|i000yn:,,,,,Sprint 1,,,,,,,ffe001e8-5b29-4260-83ac-d4da8be8b2d9,,Unit,Fill correct email and password,,,,,1_*:*_1_*:*_967480_*|*_5_*:*_1_*:*_0,,10138,Register and Login,Done,25/Jun/24 9:59 PM
UC02 - Login Staff - Validate Login,N6NET1815-65,10201,Testcases,Resolved,N6NET1815,N6_NET1815_SWP,software,Le Thanh Nhan (K18 HCM),712020:8b31d960-c8c6-49ce-9816-d177c8e23822,,,Medium,Done,Le Thanh Nhan (K18 HCM),712020:8b31d960-c8c6-49ce-9816-d177c8e23822,Le Thanh Nhan (K18 HCM),712020:8b31d960-c8c6-49ce-9816-d177c8e23822,Tran Thanh Dat (K18 HCM),712020:b56f2d24-5bd0-47a1-9c99-add67de1b70f,25/Jun/24 9:31 PM,20/Jul/24 1:11 PM,20/Jul/24 1:11 PM,25/Jun/24 9:42 PM,,0,LOGIN,"Login Staff - Validate Login

*Step we will takes…….*

# Check email by not filling anything and press sign in
# Check password by not filling anything and press sign in

*Success Is…..*

An error pop up message “Please fill out this field“ must be shown",,Tran Thanh Dat (K18 HCM),,712020:b56f2d24-5bd0-47a1-9c99-add67de1b70f,,,,,,,,,,,N6NET1815-25,N6NET1815-2,N6NET1815-66,,,N6NET1815-58,25/Jun/24 9:40 PM;712020:b56f2d24-5bd0-47a1-9c99-add67de1b70f;Screenshot 2024-06-25 213948.png;https://lethanhnhan09012004.atlassian.net/rest/api/3/attachment/content/10151,25/Jun/24 9:41 PM;712020:b56f2d24-5bd0-47a1-9c99-add67de1b70f;Screenshot 2024-06-25 214024.png;https://lethanhnhan09012004.atlassian.net/rest/api/3/attachment/content/10152,,An error pop up message “Please fill out this field“ has been shown,,,,,,{},,N6NET1815-2,Register and Login,,,An error pop up message “Please fill out this field“ must be shown,,,,,0|i000yf:,,,,,Sprint 1,,,,,,,ffe001e8-5b29-4260-83ac-d4da8be8b2d9,,Unit,"Check email by not filling anything

Check password by not filling anything",,,,,1_*:*_1_*:*_641728_*|*_5_*:*_1_*:*_0,,10138,Register and Login,Done,25/Jun/24 9:42 PM
VBS - 02 - Access Booking Schedule,N6NET1815-64,10200,Testcases,Reopened,N6NET1815,N6_NET1815_SWP,software,Le Thanh Nhan (K18 HCM),712020:8b31d960-c8c6-49ce-9816-d177c8e23822,,,Medium,,Chiem Tan Tai (K17 HCM),712020:a1261002-86bd-44e7-9b6b-1bbf2910186f,Chiem Tan Tai (K17 HCM),712020:a1261002-86bd-44e7-9b6b-1bbf2910186f,Chiem Tan Tai (K17 HCM),712020:a1261002-86bd-44e7-9b6b-1bbf2910186f,25/Jun/24 4:39 PM,16/Jul/24 10:27 PM,20/Jul/24 2:05 PM,,,0,,"*VBS - 02 - Access Booking Schedule*

The user wants to access their booking schedule to see both past and upcoming bookings.",,Chiem Tan Tai (K17 HCM),,712020:a1261002-86bd-44e7-9b6b-1bbf2910186f,,,,,,,,,,,N6NET1815-30,,,,,,29/Jun/24 2:52 PM;712020:a1261002-86bd-44e7-9b6b-1bbf2910186f;Screenshot 2024-06-29 144611.png;https://lethanhnhan09012004.atlassian.net/rest/api/3/attachment/content/10181,,,"The user should be successfully logged into the system.
The booking schedule page should load without errors.
The booking schedule page just show upcoming bookings.",,,,,,{},,N6NET1815-5,Booking Management,,,"The user should be successfully logged into the system.
The booking schedule page should load without errors.
The user should see a comprehensive view of both past and upcoming bookings.",,purple,,,0|i000y7:,,,,,Sprint 2,,,,,,,,,Unit,"Navigate to the booking system's login page.
Enter valid credentials (username and password).
Click on the login button to access the system.
Look for and click on the ""Booking Schedule"" link or button.",Pass,,,,,,10141,Booking Management,To Do,29/Jun/24 2:54 PM
VBS - 01 - View Upcoming Bookings,N6NET1815-63,10199,Testcases,Resolved,N6NET1815,N6_NET1815_SWP,software,Le Thanh Nhan (K18 HCM),712020:8b31d960-c8c6-49ce-9816-d177c8e23822,,,Medium,Done,Chiem Tan Tai (K17 HCM),712020:a1261002-86bd-44e7-9b6b-1bbf2910186f,Chiem Tan Tai (K17 HCM),712020:a1261002-86bd-44e7-9b6b-1bbf2910186f,Chiem Tan Tai (K17 HCM),712020:a1261002-86bd-44e7-9b6b-1bbf2910186f,25/Jun/24 4:30 PM,16/Jul/24 10:26 PM,20/Jul/24 2:05 PM,29/Jun/24 2:55 PM,,0,,The user wants to view details of their upcoming bookings to plan their schedule.,,Chiem Tan Tai (K17 HCM),,712020:a1261002-86bd-44e7-9b6b-1bbf2910186f,,,,,,,,,,,N6NET1815-30,,,,,,29/Jun/24 2:46 PM;712020:8b31d960-c8c6-49ce-9816-d177c8e23822;Screenshot 2024-06-29 144611.png;https://lethanhnhan09012004.atlassian.net/rest/api/3/attachment/content/10180,,,"The user should be successfully logged into the system.
The booking schedule page should load without errors.
The booking schedule page just show upcoming bookings.",,,,,,{},,N6NET1815-5,Booking Management,,,"Upcoming bookings should be listed chronologically.
Each upcoming booking entry should include details such as date, time, duration, and any specific notes or requirements.",,purple,,,0|i000xz:,,,,,Sprint 2,,,,,,,,,Unit,"Ensure the user is logged into the booking system.
Navigate to the booking schedule section.
Locate the section specifically for upcoming bookings.",Pass,,,,1_*:*_1_*:*_339455724_*|*_4_*:*_1_*:*_253299_*|*_5_*:*_2_*:*_183977,,10141,Booking Management,Done,29/Jun/24 2:55 PM
